pathway	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.139056748258668	8.390794854010787	10.807517891429631	152.23538614444	0.0	86.49531933581804	17.489685162685937	82.69796446669409	0.0	0.0	0.0	0.0	101.74261090931965	0.0	160.63633832138828	273.66957771441673	497.2676570433162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622	867.4225355312066	894.7466674570351	506.034245388036	828.4898448926771	556.6073173479665	1080.7334690406926	746.9474102213607	579.3022398118092	790.1371867688273	401.2166799152717	2393.187349310545	993.8217261311189	122.49910664338509	360.07845591917965	941.594041982865	293.53670350597366	78.77392489087065	209.90290567219145	45.877379626113544	653.3749869897689	446.9554697386373	150.9494574818798	2633.104463027964	1196.7061417735658	2793.651807420369	292.59211350496884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	83.06034560315481	127.42909252853194	13.652171230196748	0.0	11.273523210175998	0.0	332.8827982191667	399.6832922369912	304.63720479051767	348.5743184514165	578.5831296767805	465.7606448603298	0.0	56.31012357250359	149.29610169514999	0.0	59.78823481559656	62.09555349468889	56.454680118602546	155.60422360890095	95.55470191447516	13.178584351577905	871.3692025313287	419.6398578860632	2014.8270270685023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861	633.7442562230752	131.7399838115237	234.4551873527542	159.4203129694329	33.873391094934355	1287.1650050892263	497.51366537579327	377.84468105684334	138.51074766457904	284.9538953669089	408.6704300458226	251.37453794038714	41.961655713561015	191.9437512226757	237.46489966509128	206.04345215577771	109.64566040679078	56.880829448061824	113.06667789125166	107.52572294777124	29.782531559437167	8.625205642913647	1189.736949678571	782.9696078917189	1726.129874236739	46.31071052101153	21.27105460797891	18.12514464628724	28.28559165277084	22.856210955609985	32.07938138345968	27.818066334005355	98.5332140493986	22.283985566304498
PWY-1882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.79088708333886	0.0	39.142797861409825	23.832130882391034	0.0	19.190627763643512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.38672590938589	0.0	78.16912117162941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-241	16.64561237808023	39.18095587467713	56.55013349558486	4.994423201640468	1.7741987251985252	12.464869845897924	65.91296267670079	164.97833508608218	938.663044439879	868.6646240051704	1276.1959997522476	1115.931910995201	963.2397970492206	448.42083658683936	636.0611427408007	1269.9453901085635	33.746368712882365	266.618149951218	176.40211925543792	366.3239882993079	367.79602494403	16.755288896631953	2169.7489145063073	2410.2264318201833	3535.5139998036825	1040.945517581902	166.33564263699205	456.8586543215111	341.2940630800876	571.2301859579154	251.36404879828885	1130.8970972144766	1044.8539379417648	2018.1854389324258
PWY-2941	295.40421973407774	211.2952826582079	279.3553193982753	188.31324658506864	142.4643603879558	453.0626950109984	318.65239113130815	281.5621422531936	1400.3904960825416	2177.81484575046	772.2241338385417	1014.5945395876887	1619.7599039343138	697.6773078330021	1190.0343800684857	1475.2731962149062	15.571077044292595	341.2804607978251	500.66188238719104	308.1074994655645	333.9492057928752	19.655261880505847	4068.049384090462	4642.132494149561	3982.2415011244857	1038.4947807463914	781.8604830602266	556.6658784459562	884.6605264084644	709.685846370965	545.6162307142787	1237.451559953035	1796.0365382060174	1746.3468727233685
PWY-2942	5945.123521200121	4563.536617425397	6297.865535031726	5102.510683914432	5244.62310252083	6204.87765052228	4823.790555027367	3332.7589450329297	2800.7968907178993	3330.1124735199596	3939.9111301888	2657.836918180637	3139.875973124857	1065.6802664913237	1878.1360171944923	2676.338169042388	421.9109619267608	868.0136426130937	757.8583028442808	1041.3322910709237	911.2234703860149	832.9603874735902	6319.41760269447	7898.0738664047285	7110.553391988262	1977.360862034719	1237.3001534192683	1071.788190579545	1370.0109799122483	1280.7806918552867	1173.497629074981	3287.0621512987764	3477.745840162568	3944.274326085303
PWY-3001	5999.433091971527	4600.098038101605	6318.378253788267	5101.064918133795	5363.150852095419	6297.512195752142	4932.7783388096705	3107.2820641724325	2756.4585794680384	3253.0866545864833	4189.533350458944	2545.8773982099337	3393.666174691	1064.778373889211	1973.3348629605573	2505.0220499494403	393.85991754322276	888.8221140170461	744.7722805724544	1097.955112941257	914.2086280306651	853.7422359024065	6562.169676476666	7840.693972243834	6864.7926621532615	2117.3145366889667	1319.74607060331	1020.9937440026248	1486.3566385749218	1385.2338556362854	1265.1515576645227	3499.766954162733	3791.6668127936623	3697.7649649760956
PWY-3481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.772967557283446	0.0	3.3375475830771655	9.258253165927986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.836163090926398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3661	0.0	4.936675988493313	0.0	0.0	0.0	0.0	0.0	0.0	367.51406245279327	65.10393355402792	282.89695852317067	205.47348640551405	8.877079965520352	68.08659878859072	160.10149062432342	0.0	0.0	78.36741294285156	0.0	62.6317969404522	101.03242318482681	0.0	379.74251128779207	38.734839367934484	999.4840455228417	221.0815687029113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.39740068720667	0.0	0.0	40.42202954070122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.54959785823465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3841	4919.548432614948	3862.238985499924	5472.947212784125	4438.042860673378	4575.203441909925	5222.949348014825	4051.9943793445423	2696.81900446332	2565.7172678139054	3163.419003727606	3332.370150191924	2308.3650831232053	2959.7336659450457	957.4780464530243	1815.1668049985285	2582.5322131780904	340.7504968535056	773.7817288863102	737.206607442541	898.273584269693	789.4006652540104	696.4211174697484	6096.945172286694	7682.479747220749	6464.563457020497	1661.4842734912334	1165.5325753024858	983.1883168938941	1295.7735490775149	1232.4115373400657	1107.8655258505378	3085.483608380699	3322.3586882905197	3626.223620001442
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.879326654215835	0.0	23.267625220848167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.4852961281438	0.0	184.09003718705227	143.35535565799714	1.3825369026770076	55.40717843365678	101.76245477992441	0.0	0.0	32.27442659826563	0.0	97.99086167198053	50.68202294185491	0.0	367.9444334833932	78.13636662205577	451.0466536530338	5.448463421267338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4702	0.0	0.0	0.0	0.0	0.0	8.148148148148147	0.0	0.0	35.15289394446303	68.70307167235495	74.25926573321199	178.49269462413562	0.0	30.975	13.708333333333334	0.0	0.0	2.857142857142857	19.19162141194725	19.401806544236408	51.68038399096492	0.0	102.40903387703891	63.572421754073	364.6278304288962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.984565729119025	0.0	5.987851578799394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.947376559665443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	720.4010615518586	1098.781190566384	1095.6684457511706	1122.7563297736287	680.8603448492197	1050.8096568216354	781.346894479756	824.7625500187444	501.8025619221252	321.59511071993865	794.6709702045123	895.9994285647078	202.5786253156266	189.85916694212904	206.19373002406132	448.57157626322925	117.83687212971803	189.95219137714687	73.21818741922965	151.69465737053855	260.2617701888486	200.46715146417324	995.2439538105551	2949.7775637727573	1953.3929106327848	0.0	4.486580750833666	0.0	7.464317301507848	0.0	0.0	27.324768236484392	6.240325989317338	3.746054383339694
PWY-5005	661.8914943249101	1010.8698807310592	623.3608481302329	424.48279506768876	374.39795953265804	1650.7370952705267	632.8123969385697	1671.013611527924	1140.2646517648066	955.4985063026029	472.66403990224666	392.52316238055676	312.03746207487006	309.9996435681758	525.9106707604809	572.3680836724002	208.37831179875053	487.99011188164525	228.90845363223212	210.78266834980934	239.78216001113805	142.68100935153615	1793.0877474154101	1924.7831173502377	2648.589702068122	485.875726092259	92.02943603280254	227.25502654461494	133.9679191580751	177.53733058254016	90.74662421156904	315.42795748863375	305.84864781188674	594.7229032844798
PWY-5022	748.2343548932166	146.31156204641218	420.7304759608006	405.5421654929577	665.0504986680644	843.9464337700144	613.1745979973253	82.49338769387491	725.322694494345	648.6746901632017	2533.3557462271874	889.0967088325314	0.0	274.2245785299124	749.0264431850799	421.8292811248626	0.0	242.36533906093908	207.9066091063038	602.6702279213179	476.9970512298717	15.951565268753692	2268.5227142831986	2254.482281371505	2815.6774544454447	358.79790178517476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	302.1189604723374	324.55431240498035	2174.2383173156377	791.934315093001	4.966909441835274	186.44231175026928	538.1722143293807	186.7559553889636	0.0	98.00698036825015	44.68121589568053	485.0127916126609	377.99296119561694	0.0	1462.1409480305797	2708.1826558666935	1590.2131013965504	110.54160447292114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5030	2355.7164786951444	2219.3383430845215	2664.633564605557	2299.2934392798393	1847.6047937636745	1538.5213914431433	1523.5285856866183	1298.0851466789309	316.7738637713529	379.64100162075596	118.37545221275866	538.383865642707	497.1829417072361	101.0012633937297	80.997166703716	815.2130873972328	154.97991011667037	133.14854181433162	76.74046195246133	32.39516005827345	147.51937600264029	391.8979614472498	633.271800173682	1315.0924038148812	1408.6216300878475	397.0229928074885	237.75070985213324	361.02178764302386	313.8349384619222	415.8504422001958	129.48143001177138	434.5529859016555	580.3037221966121	1111.4058382639894
PWY-5097	6213.9814462543345	4840.280054174236	6603.116425019649	5349.758723265368	5535.719765950934	6493.857606508278	5105.493377279251	3497.402693514803	2518.0303050928924	2702.2091945321567	3946.8665073906595	2493.340545976696	2749.9301057958464	878.2730037203944	1672.7962763460823	2096.948130916758	446.8048928123432	805.1571377683249	590.9222222781501	1033.9973995435555	883.8118274928295	879.3048817423471	5530.71694145711	6451.004278423104	6288.325551328928	1660.9855768605773	1027.6232465852338	800.2921744935176	1105.6830457858816	1022.9682129957868	1052.4383731585842	3012.847365515473	3030.0469142164957	2869.8716969397633
PWY-5100	3691.1226000441366	1969.7107893843524	3484.3676631830886	3165.65109004658	3539.933008279327	4782.640664673261	3174.232853891419	1893.5949554130007	1292.8364941981695	2341.4186865990364	532.1622091830563	940.3630519224027	1169.673968042426	555.0750183040733	595.2389991481419	1765.1868931931767	236.47495829558233	436.4321321150459	554.709212429834	129.25115110250488	291.72367885396864	328.61190274448506	2453.6382548763754	2408.7188426419266	4369.604665976618	439.86645159871813	189.8722177786658	540.0059189235878	410.29108321299714	583.4013483125988	283.0716821640323	1108.066834639976	1141.2490488516428	1707.511639277232
PWY-5101	3993.78373662446	3286.204038627254	4326.7904046626745	3464.925554323159	3069.0356748517356	3399.7924490510586	2795.9246232543264	2166.1265255193384	10.269774837739183	81.17774081755205	709.7734371083661	329.0922847956068	182.56474775909948	86.88781941003009	85.1057720799274	259.9723394685218	283.81842340768134	0.0	8.526585105402102	101.68812816103501	14.467316189932356	590.4772017274148	229.3873542029068	1271.9435129612395	423.8282076675193	176.29156980467985	26.1346277423554	17.827901756231167	40.55369086408699	133.79451250275363	76.76358234884904	162.44925933768917	206.85800960424334	1218.2312521946558
PWY-5103	5859.003492935849	4376.348972566652	6100.542405614585	4863.148667492776	5241.639568308121	6065.799053105791	4836.512719131327	2897.2200359515505	2679.9175002398288	3210.1791878552835	3627.5892406331945	2507.170694642804	3465.845210346779	1052.3096631914605	1903.5779280842473	2260.9435196342547	366.93622667621776	872.1355100351134	735.4086069816393	978.4025224324494	879.9456852383346	822.5731235034943	6363.341710991905	8022.681857546865	6472.990576362023	2103.6886890083665	1373.123807758508	957.1107169093608	1531.6503552579995	1372.996907072699	1285.642613904972	3576.3861220578638	3826.9266310415387	3474.454123716377
PWY-5104	14.526131313984733	37.85302485055643	2.512025844264268	0.0	2.0956031046634824	0.0	21.482199434294188	42.15320880191841	0.0	0.0	0.0	8.948375410514304	0.0	0.0	0.0	0.0	10.584847656479988	0.0	0.0	0.0	0.0	9.874958591377963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.07485947399381	0.0	0.0	0.0	0.0	15.89562133982835	0.0	0.0	466.7881186687587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5121	5443.4603556392	4216.077037189644	5866.683335717734	4828.607754607813	4979.178001786177	5715.467335998586	4406.403983156389	2956.7639798836262	2195.070805452576	2331.1436399898485	2707.9632199318235	1913.6286509907727	2237.665038420023	784.9092727062992	1336.2546872723854	2155.7159532163864	370.17595251574767	727.9921182204359	556.1101149098382	738.1144028205091	658.6154618468141	769.2445138513201	4410.592292570068	5203.082071429528	5872.283479174922	1505.0793720835704	781.5090820824254	809.8328249059807	914.2111039049728	974.2396306359975	818.4339284654089	2370.539391340291	2527.012451363023	3146.806131162601
PWY-5129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.817051509769096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5130	3224.9465802799305	3012.7617678522906	3780.261155932558	3143.3715880511354	2439.9658953870976	2980.9182811977494	2160.9086518715962	2720.1735513792414	452.1469797874515	344.75615294069775	1039.7072810696125	1023.4364372960182	205.82227131582786	325.4097201772107	329.1025207739067	510.0340492168048	341.4244142634648	124.19823056438588	56.32208788490201	229.70003810901824	316.22427099421236	504.8976135851331	1286.1559328423266	1400.5500721781852	3407.40921679134	920.5084394766122	54.693169220084954	118.70326409495549	71.98147594149304	93.9258615066855	59.38550764033675	205.134682689391	173.2011005833691	150.43307004308164
PWY-5136	18.584926790330083	58.75910453625216	5.799590935503983	2.7942093458238313	2.828278734501054	0.0	70.87820733173311	103.09722860550558	1881.919557314319	1064.6671592066884	5342.070682616283	2613.907778614628	317.2649110411839	633.9368876707	1359.746596817839	390.7082280008935	17.19033345433883	700.7464737437615	219.39931674867216	1279.8357668080141	1133.165050781963	11.950339292525927	4118.342792952568	6344.999360785113	6111.329963415122	1271.11022351664	0.0	0.0	0.0	35.23773297831875	0.0	10.53269487400895	7.92884144985546	16.98207326578332
PWY-5138	14.413839969203002	22.692558847794054	2.291978421899608	0.0	1.8923341144376695	0.0	70.14522821512861	87.39906444434352	856.5581925422796	505.7680295124558	3807.9128690210046	1296.573983534162	17.72104075904465	164.66005794747062	787.7931502176395	86.43653270903283	14.107929347375405	283.5500616705899	86.08509581794289	856.7627321068225	640.1957906709637	2.28608555049243	2179.3944567092176	2127.3983302881825	1508.8221517342524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5154	3375.794110812853	2900.3147917281594	3918.790661251217	3208.0387714152407	2826.114162071625	2958.283140113851	2509.6009877833876	2064.33606930935	899.3808547730591	975.6889428491902	3477.1723326735273	1640.3992301417907	740.025951456036	469.45868498694864	1165.0227120244824	494.7527957417435	287.7256709738145	265.9979961878413	191.69184179694432	847.2631425200367	648.6825382459806	514.1448400526563	3352.24964985759	3094.159254135812	3538.8149729056536	674.6490284366373	175.85367724542616	160.25789776109332	269.0392992791116	212.91475174559707	296.40941513384223	825.3046937465646	798.7576935416841	1087.2417775165966
PWY-5178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.89064867077343	93.97680845074191	9.262460202084695	0.0	0.0	8.604119690500191	0.0	0.0	0.0	44.33117820209942	35.97606104794445	0.0	77.30531494931202	19.495210844138064	261.647456520997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.818904991161325	0.0	52.984541020973104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.22097671192125	0.0	89.87459780712996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5180	0.0	51.63972327429412	0.0	0.0	0.0	0.0	0.0	0.0	316.2351617688994	107.74382947409158	303.6391254368294	287.11225742657365	500.58782189683427	139.58864612344252	229.79816396384675	96.0675710846961	0.0	111.43820560080758	28.598018437843947	107.94453072237924	116.26886734972318	24.33854365230652	613.5919649507101	229.18849712183544	1273.6096815343933	363.207921894175	0.0	0.0	0.0	15.544663692230637	0.0	0.0	0.0	0.0
PWY-5181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.21225983513969	52.94332948711183	431.23937996409785	296.6555106391714	17.546357009139346	78.70624678502371	126.27833312912293	5.6940508485890255	0.0	130.69597327275102	0.0	131.19812682622086	170.21599879944455	0.0	356.49222950100767	0.0	827.0371528852086	111.61246890983071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5182	0.0	29.476880122813142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1359838884734	189.15484475836513	80.31512033118051	347.5507894358418	73.14131583567402	72.42526684561852	6.300956206721915	0.0	64.80778041929055	0.0	61.98238397961834	53.54842392018727	15.387458321616519	193.91321670289287	0.0	631.8467934435774	314.20466810677243	0.0	0.0	0.0	10.563523961387567	0.0	0.0	0.0	0.0
PWY-5183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.2621581587914	0.0	50.05138525753962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.58047275365404	0.0	104.5003773609851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5188	2123.8590436729864	803.822700756529	1594.0314488101567	1411.014126570248	1578.59806141133	2977.9966670461986	1603.6106760701298	1382.87881983266	2003.7394544966123	1855.8324031763848	2916.019943917518	1998.7266576205611	2240.3718501615917	637.1733616766666	1143.7562427612183	1427.5455071440979	176.44016438717213	716.160565148047	443.36152581795096	733.6998678303905	718.328745304035	117.56299201850881	3838.4266524988243	4578.079077664981	5082.2576574952145	1396.575513867441	728.9985724746357	548.2429903968468	736.9780004411023	765.1005932923059	874.3457996177688	2433.296929150121	2359.5533126979994	1679.8269643834346
PWY-5189	2016.283687394237	731.9789509338535	1432.0539165040632	1295.803658855061	1479.668989019003	2815.76540018132	1529.282514897768	1206.8252613084046	1830.6598991956932	1740.7777606298555	3054.152192043293	1947.2087006887757	2136.6922737146188	601.3175777192139	1097.804731043198	1339.7893595795902	142.2533016668314	650.1162215880722	407.9798670962379	752.8127858073603	704.5460694302541	101.94790822759118	3696.18384874321	4389.162435853784	4735.270889180581	1328.4973517140681	663.8792579060364	518.8790119549227	679.4602061535953	731.9728306452106	825.4636067535657	1943.0677258800408	2169.296215019759	1573.7658046005101
PWY-5209	0.0	8.786459501272324	0.0	0.0	0.0	0.0	0.0	0.0	20.464887720701675	0.0	8.807339449541285	12.283464566929132	82.8	9.230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8634346193240012	15.351914978945256	24.114832535885164	38.59208731241473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5265	0.0	0.0	334.06161307880893	133.29132944189112	159.3572202842941	159.19658826845063	0.0	287.8394754370617	1617.557055312897	2304.673513377033	839.1241568372957	804.8823265212565	2035.2833481285804	788.9226163180482	1362.0360154336058	1243.1052836440808	35.685246700748756	463.02608282597873	676.1255361923029	280.6994296293372	143.8113525533419	0.0	4827.919311936927	4098.988514972496	5633.485673834538	1270.6635398930096	1051.0753959706865	745.8571511986837	1148.6951105484532	913.0738554549323	632.481660444385	1508.5160115902852	1783.3057005387864	1727.864871962737
PWY-5328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.640945242130122	0.0	0.0	111.49076219963726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.445784402741655	0.0	68.27118128964656	0.0	106.4770685022907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5345	965.1934880483803	118.2712542546117	86.23777671205877	40.36399455835728	10.977263950322511	170.89112406805498	319.885007829192	1282.6466176982858	1960.4896197910614	1832.5803156542506	3306.9598054322405	1954.3858426815489	2660.4752497639565	689.4516159554186	1252.65378113819	1253.9229259223125	139.74481358779408	636.5726036915792	423.1140308512454	809.8730709585573	697.3174083102593	24.46719634692452	4054.227198158379	5665.187294704433	4847.97336253861	1488.0933530587506	962.1833864984425	584.6212008702848	931.0540339902942	917.3520863049405	1039.690312682181	2760.103421678885	2838.7230366539557	1952.2353343529326
PWY-5347	686.756562090453	877.4117470874631	1524.289541354114	1036.1912355053244	1972.1088925373094	1625.496485613621	1163.6902051229613	534.4664616020976	1457.0494817704073	2299.743979956651	1021.2071667076333	1217.031919110527	2232.8678148672193	755.7165388011097	1273.0679343977056	1996.2142614284712	53.49135319834669	302.0985120670619	508.248190523877	436.37864205158377	297.2846641280268	139.54701500091844	4303.29446533538	5478.9192271660695	3959.8950773544725	1403.9475472605563	940.9571762055529	877.3806819981738	1060.104426248089	1068.8041899866325	764.778265406718	2129.8501635744365	2556.8371506753037	3031.35040308926
PWY-5367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.87517488244164	65.33429195819289	972.8176478490053	577.4171484241165	27.869252030497133	230.40668182674645	197.51048861306776	11.977317955748957	0.0	3.987064361059306	0.0	241.23632496833142	203.38103609213553	0.0	730.2230453936847	15.985708523344298	1907.427191469248	923.8737865827379	0.0	0.0	0.0	31.607067702188075	0.0	0.0	0.0	0.0
PWY-5384	6534.991050344401	5063.654190411666	7200.561706027782	5760.724792618828	5625.1519556717885	6080.9343901392185	5122.7013321762515	2993.7555572646943	2299.8296239522374	2952.906720929674	3289.754539843411	2310.0312792360883	2271.5833142671254	997.2307637164132	1757.6571283603048	2539.380806049595	378.43358879024714	598.8579592463454	685.8356799052451	874.3094705626974	872.6050665093262	962.4049456281157	6008.223296761822	7203.617180025508	6908.95804547531	1440.6737826646765	849.2285754739072	887.4507109258187	1079.5073221871503	1039.4515382666705	704.227532406462	2661.3171193776916	2459.4653927788518	3581.016229211209
PWY-5392	37.939089351098936	192.9965946197089	93.47536508623772	119.28558917651928	124.63046928708728	191.98254203554342	151.26033081622566	121.34465211183587	0.0	27.617721732875044	0.0	0.0	0.0	0.0	0.0	177.92856464457412	0.0	0.0	0.0	0.0	0.0	59.478593042934364	0.0	154.5957740924094	59.07643976710054	0.0	0.0	0.0	10.353564824627165	0.0	6.932619094319756	37.78336729928878	34.45167591287568	41.15495554418631
PWY-5415	0.0	22.430145243260498	0.0	0.0	0.0	0.0	0.0	0.0	39.770042417561065	72.68298727118004	275.19959119581364	186.87944082149306	344.176936981613	98.94201772829307	117.87374484241441	71.78898902328608	0.0	58.93430746549926	6.080751150311906	91.17523032178885	78.09748697354685	15.629692498531046	349.4698198046062	107.43143278802502	961.5973856039058	330.1088001928254	0.0	0.0	0.0	13.077946070125064	0.0	0.0	0.0	4.604367176613548
PWY-5417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	404.96366753682423	160.5500074953128	1685.6168931107761	301.8154619696903	8.035007936463423	70.86626522995687	350.4895198188064	44.50495600337588	0.0	138.5153237668989	26.375046544948336	380.9993091926341	219.68468701323738	0.0	901.0570760828758	1528.9461554514212	859.753322434035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5419	0.0	29.303569272548074	23.400166845920587	9.118934751244675	0.0	9.660096576202633	0.0	41.66353396679538	181.90281085535463	62.41472770978998	388.3457715976321	215.43445868852305	346.93428281773254	132.35372245949065	481.3731671966327	60.09400461015299	0.0	68.53308627458271	14.327150764162406	187.42544854794625	124.09931684911903	11.573479781554889	1277.3903229628545	111.4718294390961	1030.768536343289	352.0954232438507	0.0	9.320923977564721	0.0	15.565250576256696	4.949598244435988	31.615132697435527	25.12497318238296	39.06201236155941
PWY-5420	0.0	39.41480157998764	0.0	0.0	0.0	0.0	0.0	0.0	102.48688847975437	65.25597706121724	348.0074479724262	198.3913450453595	351.0878670170068	107.09998224039086	150.54565021233321	63.09028660274886	0.0	66.32398188851778	7.278633171992804	113.9188967963722	93.38021875727954	15.790680520162619	442.2038774352546	108.68002762412206	987.8652943791719	357.7809483491242	0.0	0.0	0.0	13.746186074066145	0.0	0.0	0.0	0.0
PWY-5430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.65707743476202	49.84653255493441	211.53005146177512	159.22072196974625	26.751817721073422	58.25294449355248	60.555151137633956	13.158255091737015	0.0	63.647189516857395	0.0	69.00308188510606	57.598321973052315	0.0	248.9830166262045	42.78949071920926	517.0176174132397	0.0	0.0	0.0	0.0	9.669008956818946	0.0	0.0	0.0	0.0
PWY-5431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	404.96366753682423	160.5500074953128	1685.6168931107761	301.8154619696903	8.035007936463423	70.86626522995687	350.4895198188064	44.50495600337588	0.0	138.5153237668989	26.375046544948336	380.9993091926341	219.68468701323738	0.0	901.0570760828758	1528.9461554514212	859.753322434035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5484	5561.313931281447	4162.188671706645	5523.251036535537	4431.858747301921	5182.564654777933	6244.74045865207	4713.422504172175	2853.536017422648	2529.4530449477766	2887.4849100235347	2948.132455267243	2176.800036064715	2546.0948169821145	1049.1338282452964	1735.4922092922698	2724.5035050014267	373.71922487043577	754.2543838674603	660.6819823958392	794.9882959712448	708.9240681728164	747.5957470232621	5873.336579618686	7072.247557158929	6917.8825379461305	1375.5232563641443	843.0507792180885	897.0032745929221	1041.3354045181416	1098.7184430009013	835.2096306139167	2773.414697474815	2757.1338982103107	3312.665965588133
PWY-5488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.441988950276242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5494	129.32518790296726	180.8784618905928	38.68861454046639	88.2887666679856	85.35332396272581	144.9584664536741	66.71012006861065	103.23113964686999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.450381679389313	0.0	0.0	0.0	0.0	0.0	11.256438969764837	0.0	33.16125640688658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5384615384615383	0.0	0.0
